VendorName,Product,ProductCategory,ProductSeries,cpe_vendor,cpe_product,total_cves,total_available_in_nvd,critical,high,medium,low,match_method
Tagalys,Tagalys,Personalized Marketing,Marketing,tagalys,tagalys,0,0,0,0,0,0,keyword_vendor_product
AntVoice,AntVoice,Personalized Marketing,Marketing,antvoice,antvoice,0,0,0,0,0,0,keyword_vendor_product
Conversify,Conversify,Personalized Marketing,Marketing,conversify,conversify,0,0,0,0,0,0,keyword_vendor_product
TasteHit,TasteHit,Personalized Marketing,Marketing,tastehit,tastehit,0,0,0,0,0,0,keyword_vendor_product
Raptor Services A/S,Raptor Smart Advisor,Personalized Marketing,Marketing,raptor_services_a/s,raptor_smart_advisor,0,0,0,0,0,0,keyword_product_only
Strands,Strands Retail,Personalized Marketing,Marketing,strands,strands_retail,0,0,0,0,0,0,keyword_vendor_product
Pleisty,Pleisty,Personalized Marketing,Marketing,pleisty,pleisty,0,0,0,0,0,0,keyword_vendor_product
Nuukik,Nuukik,Personalized Marketing,Marketing,nuukik,nuukik,0,0,0,0,0,0,keyword_vendor_product
Demandbase,Demandbase Conversion Solution,Personalized Marketing,Marketing,demandbase,demandbase_conversion_solution,0,0,0,0,0,0,keyword_vendor_product
Sparkow,Sparkow,Personalized Marketing,Marketing,sparkow,sparkow,0,0,0,0,0,0,keyword_vendor_product
The Filter,The Filter,Personalized Marketing,Marketing,the_filter,the_filter,2463,2463,240,917,1133,113,keyword_vendor_product
bitREC,bitREC,Personalized Marketing,Marketing,bitrec,bitrec,0,0,0,0,0,0,keyword_vendor_product
Cue Connect,Cue Connect,Personalized Marketing,Marketing,cue_connect,cue_connect,2,2,0,1,1,0,keyword_vendor_product
Talend,Talend MDM,Product Information Management,Marketing,talend,talend_mdm,2,2,0,0,2,0,keyword_vendor_product
SAP,SAP Master Data Governance,Product Information Management,Marketing,sap,sap_master_data_governance,4,4,0,1,2,1,keyword_vendor_product
SAP,SAP Hybris Product Content Management,Product Information Management,Marketing,sap,sap_hybris_product_content_management,0,0,0,0,0,0,keyword_vendor_product
Oracle,Oracle Product Hub,Product Information Management,Marketing,oracle,oracle_product_hub,26,26,0,8,17,1,keyword_vendor_product
Informatica,Informatica Master Data Management,Product Information Management,Marketing,informatica,informatica_master_data_management,0,0,0,0,0,0,keyword_vendor_product
Stibo Systems,Stibo Systems,Product Information Management,Marketing,stibo,stibo,0,0,0,0,0,0,keyword_vendor_product
IBM,IBM InfoSphere Master Data Management,Product Information Management,Marketing,ibm,ibm_infosphere_master_data_management,45,45,0,5,25,15,keyword_vendor_product
WebCollage,WebCollage,Product Information Management,Marketing,webcollage,webcollage,1,1,0,0,0,1,keyword_vendor_product
ChannelAdvisor,ChannelAdvisor,Product Information Management,Marketing,channeladvisor,channeladvisor,0,0,0,0,0,0,keyword_vendor_product
Mercent,Mercent,Product Information Management,Marketing,mercent,mercent,0,0,0,0,0,0,keyword_vendor_product
Google,Channel Intelligence,Product Information Management,Marketing,google,channel_intelligence,0,0,0,0,0,0,keyword_product_only
Oracle,Oracle Siebel Universal Customer Master,Product Information Management,Marketing,oracle,oracle_siebel_universal_customer_master,0,0,0,0,0,0,keyword_vendor_product
Tibco,TIBCO MDM,Product Information Management,Marketing,tibco,tibco_mdm,1,1,0,0,1,0,keyword_vendor_product
Akeneo,Akeneo,Product Information Management,Marketing,akeneo,akeneo,2,2,1,1,0,0,keyword_vendor_product
Salsify,Salsify,Product Information Management,Marketing,salsify,salsify,0,0,0,0,0,0,keyword_vendor_product
Informatica,Informatica Product 360,Product Information Management,Marketing,informatica,informatica_product_360,0,0,0,0,0,0,keyword_vendor_product
Profisee Group Inc,Profisee Master Data Maestro,Product Information Management,Marketing,profisee,profisee_master_data_maestro,0,0,0,0,0,0,keyword_product_only
Agility Multichannel Ltd,Agility Software,Product Information Management,Marketing,agility_multichannel,agility,0,0,0,0,0,0,keyword_product_only
Edgenet,Edgenet,Product Information Management,Marketing,edgenet,edgenet,0,0,0,0,0,0,keyword_vendor_product
GoDataFeed.com,GoDataFeed,Product Information Management,Marketing,godatafeed_com,godatafeed,0,0,0,0,0,0,keyword_product_only
Orchestra Networks,Orchestra Networks EBX5,Product Information Management,Marketing,orchestra_networks,orchestra_networks_ebx5,0,0,0,0,0,0,keyword_vendor_product
Intelligent Reach,Intelligent Reach,Product Information Management,Marketing,intelligent_reach,intelligent_reach,0,0,0,0,0,0,keyword_vendor_product
Riversand Technologies,Riversand MDMCenter,Product Information Management,Marketing,riversand,riversand_mdmcenter,0,0,0,0,0,0,keyword_product_only
MerchantAdvantage LLC,MerchantAdvantage,Product Information Management,Marketing,merchantadvantage,merchantadvantage,0,0,0,0,0,0,keyword_product_only
inRiver PIM,InRiver,Product Information Management,Marketing,inriver_pim,inriver,0,0,0,0,0,0,keyword_product_only
Lengow SAS,Lengow,Product Information Management,Marketing,lengow_sas,lengow,0,0,0,0,0,0,keyword_product_only
FusePump Ltd,FusePump BuyNow,Product Information Management,Marketing,fusepump,fusepump_buynow,0,0,0,0,0,0,keyword_product_only
DataFeedWatch,DataFeedWatch,Product Information Management,Marketing,datafeedwatch,datafeedwatch,0,0,0,0,0,0,keyword_vendor_product
Perfion,Perfion,Product Information Management,Marketing,perfion,perfion,0,0,0,0,0,0,keyword_vendor_product
Vendio Services Inc.,SingleFeed,Product Information Management,Marketing,vendio_services,singlefeed,0,0,0,0,0,0,keyword_product_only
Channel Pilot Solutions GmbH,ChannelPilot,Product Information Management,Marketing,channel_pilot_solutions,channelpilot,0,0,0,0,0,0,keyword_product_only
BeezUP,Beezup,Product Information Management,Marketing,beezup,beezup,0,0,0,0,0,0,keyword_vendor_product
Productsup GmbH,Productsup,Product Information Management,Marketing,productsup,productsup,0,0,0,0,0,0,keyword_product_only
Shopping Feed,Shopping Feed,Product Information Management,Marketing,shopping_feed,shopping_feed,3,3,0,1,2,0,keyword_vendor_product
Shotfarm LLC,Shotfarm,Product Information Management,Marketing,shotfarm,shotfarm,0,0,0,0,0,0,keyword_product_only
Plytix.com,Plytix PIM,Product Information Management,Marketing,plytix_com,plytix_pim,0,0,0,0,0,0,keyword_product_only
GroupBy Inc.,Edgecase,Product Information Management,Marketing,groupby,edgecase,1,1,0,0,0,0,keyword_product_only
